,City,Year,Name,Car model,Car Price,KM,Owner,Car Type,Car link
280,Gurgaon,2018, Ford Ecosport,1.5TITANIUM TDCI Manual,"₹8,34,499","33,029 km",1st Owner,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-ghaziabad-1123510863/
281,Gurgaon,2019, Hyundai VENUE,S MT Turbo GDI 1.0L Manual,"₹8,67,899","31,472 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2019-cars-new-delhi-2998384401/
282,Gurgaon,2016, Maruti Vitara Brezza,ZDI Manual,"₹7,15,799","26,769 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-new-delhi-1008743069/
283,Gurgaon,2015, Hyundai Elite i,SPORTZ 1.4 Manual,"₹4,91,599","45,710 km",1st Owner,Diesel,https://www.cars24.com/buy-used-hyundai-elite-i20-2015-cars-new-delhi-1004313567/
284,Gurgaon,2016, Maruti Vitara Brezza,ZDI Manual,"₹7,15,899","61,639 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-new-delhi-10035992796/
285,Gurgaon,2016, Maruti Vitara Brezza,ZDI PLUS Manual,"₹6,96,099","37,191 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2016-cars-new-delhi-1016881366/
286,Gurgaon,2018, Ford Ecosport,1.5TITANIUM TDCI Manual,"₹7,55,099","35,898 km",1st Owner,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2018-cars-new-delhi-1005638905/
287,Gurgaon,2016, Hyundai Creta,1.6 SX CRDI Manual,"₹7,92,799","85,153 km",1st Owner,Diesel,https://www.cars24.com/buy-used-hyundai-creta-2016-cars-new-delhi-1006036047/
288,Gurgaon,2015, Mahindra XUV,W4 Manual,"₹6,24,799","64,575 km",1st Owner,Diesel,https://www.cars24.com/buy-used-mahindra-xuv500-2015-cars-new-delhi-1001610266/
289,Gurgaon,2015, Maruti Ritz,VDI Manual,"₹3,59,399","60,367 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-ritz-2015-cars-new-delhi-1009232968/
290,Gurgaon,2015, Ford Ecosport,1.5TITANIUM TDCI Manual,"₹5,22,599","41,648 km",1st Owner,Diesel,https://www.cars24.com/buy-used-ford-ecosport-2015-cars-new-delhi-1005492060/
291,Gurgaon,2016, Mahindra Scorpio,S10 Manual,"₹11,51,599","74,906 km",1st Owner,Diesel,https://www.cars24.com/buy-used-mahindra-scorpio-2016-cars-new-delhi-1053260961/
292,Gurgaon,2017, Maruti Vitara Brezza,VDI OPT Manual,"₹7,12,399","28,444 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-new-delhi-1003465565/
