,City,Year,Name,Car model,Car Price,KM,Owner,Car Type,Car link
300,Chennai,2018, Jeep Compass,2.0 LIMITED Manual,"₹14,30,399","35,739 km",1st Owner,Diesel,https://www.cars24.com/buy-used-jeep-compass-2018-cars-chennai-1135385000/
301,Chennai,2018, Maruti IGNIS,SIGMA 1.2 K12 Manual,"₹4,78,899","16,049 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-ignis-2018-cars-chennai-1135890768/
302,Chennai,2014, Hyundai Xcent,S 1.2 OPT Manual,"₹4,14,999","68,598 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-hyundai-xcent-2014-cars-chennai-1131144603/
303,Chennai,2015, Hyundai Eon,ERA PLUS Manual,"₹3,05,399","18,666 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-eon-2015-cars-chennai-1132481261/
304,Chennai,2017, Maruti Swift,VXI OPT Manual,"₹5,78,199","26,289 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-swift-2017-cars-chennai-1135737666/
305,Chennai,2017, Maruti Wagon R .,VXI AMT Automatic,"₹4,03,799","16,047 km",3rd Owner,Petrol,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2017-cars-chennai-1131613609/
306,Chennai,2020, Ford Ecosport,1.5 TITANIUM PLUS TI VCT AT Automatic,"₹10,66,884","14,198 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2020-cars-chennai-11306296792/
307,Chennai,2014, Ford Ecosport,1.5 TITANIUM TI VCT AT Automatic,"₹5,77,249","76,573 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-ford-ecosport-2014-cars-chennai-1139338164/
308,Chennai,2017, Maruti Eeco,5 STR WITH AC PLUSHTR Manual,"₹4,14,199","27,336 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-eeco-2017-cars-chennai-1134243366/
309,Chennai,2016, Hyundai Eon,ERA PLUS Manual,"₹3,09,549","42,236 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-eon-2016-cars-chennai-1133333007/
310,Chennai,2019, Honda Jazz,1.2 V MT Manual,"₹7,51,899","11,673 km",1st Owner,Petrol,https://www.cars24.com/buy-used-honda-jazz-2019-cars-chennai-1137353266/
311,Chennai,2013, Nissan Micra,XL PETROL Manual,"₹3,25,499","62,316 km",1st Owner,Petrol,https://www.cars24.com/buy-used-nissan-micra-2013-cars-chennai-1132740565/
312,Chennai,2021, Hyundai GRAND I NIOS,SPORTZ PETROL Manual,"₹7,28,599","8,920 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2021-cars-chennai-11326796774/
313,Chennai,2014, Hyundai i,MAGNA 1.1 IRDE2 Manual,"₹3,47,099","52,480 km",3rd Owner,Petrol,https://www.cars24.com/buy-used-hyundai-i10-2014-cars-chennai-1138838569/
314,Chennai,2020, Maruti S PRESSO,VXI Manual,"₹4,76,199","3,927 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-s-presso-2020-cars-chennai-1133422661/
315,Chennai,2019, Maruti Celerio,VXI Manual,"₹5,42,799","16,139 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2019-cars-chennai-11396692775/
