,City,Year,Name,Car model,Car Price,KM,Owner,Car Type,Car link
206,Hyderabad,2010, Honda City,S MT PETROL Manual,"₹4,94,999","18,456 km",1st Owner,Petrol,https://www.cars24.com/buy-used-honda-city-2010-cars-hyderabad-1043206669/
207,Hyderabad,2012, Maruti Swift Dzire,VDI BS IV Manual,"₹4,49,099","1,30,229 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-maruti-swift-dzire-2012-cars-hyderabad-1043557244/
208,Hyderabad,2016, Maruti Swift,VXI OPT Manual,"₹5,11,799","81,208 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-swift-2016-cars-hyderabad-1044533469/
209,Hyderabad,2013, Maruti Alto ,LXI Manual,"₹2,63,899","68,962 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-800-2013-cars-hyderabad-1045936068/
210,Hyderabad,2018, Maruti Ertiga,VDI SHVS Manual,"₹9,07,699","80,531 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-ertiga-2018-cars-hyderabad-10431993796/
211,Hyderabad,2019, Maruti Swift,VXI Manual,"₹7,02,299","9,710 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-swift-2019-cars-hyderabad-10468999772/
212,Hyderabad,2017, Renault Kwid,RXL Manual,"₹3,73,199","82,985 km",1st Owner,Petrol,https://www.cars24.com/buy-used-renault-kwid-2017-cars-hyderabad-10408794790/
213,Hyderabad,2021, Maruti New  Wagon-R,ZXI 1.2 Manual,"₹6,38,599","33,644 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-new--wagon-r-2021-cars-hyderabad-1049596766/
214,Hyderabad,2016, Tata Tiago,XT 1.2 REVOTRON Manual,"₹3,88,899","89,440 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-tata-tiago-2016-cars-hyderabad-1048108829/
215,Hyderabad,2016, Hyundai Grand i,SPORTZ 1.2 KAPPA VTVT Manual,"₹4,96,599","11,384 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-hyundai-grand-i10-2016-cars-hyderabad-1041361940/
216,Hyderabad,2018, Renault Duster,RXL PETROL 104 Manual,"₹7,47,799","40,885 km",1st Owner,Petrol,https://www.cars24.com/buy-used-renault-duster-2018-cars-hyderabad-1044486369/
217,Hyderabad,2017, Maruti Celerio,VXI (O) AMT Automatic,"₹4,83,099","43,661 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-celerio-2017-cars-hyderabad-10431991777/
218,Hyderabad,2019, Honda Amaze,1.2 SMT I VTEC Manual,"₹6,51,599","43,673 km",1st Owner,Petrol,https://www.cars24.com/buy-used-honda-amaze-2019-cars-hyderabad-1044768466/
219,Hyderabad,2021, Volkswagen Polo,GT TSI AT 1.0 Automatic,"₹11,07,599","16,714 km",1st Owner,Petrol,https://www.cars24.com/buy-used-volkswagen-polo-2021-cars-hyderabad-1047872966/
220,Hyderabad,2017, Maruti Baleno,DELTA 1.2 K12 Manual,"₹6,27,299","23,378 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-hyderabad-1049816868/
221,Hyderabad,2019, Maruti Vitara Brezza,ZDI PLUS DUAL TONE Manual,"₹10,14,999","40,594 km",1st Owner,Diesel,https://www.cars24.com/buy-used-maruti-vitara-brezza-2019-cars-hyderabad-1043243141/
222,Hyderabad,2017, Maruti Dzire,ZXI Plus AMT Automatic,"₹7,70,199","24,900 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-dzire-2017-cars-hyderabad-1049856564/
223,Hyderabad,2017, Maruti Baleno,ZETA 1.2 K12 AMT Automatic,"₹6,63,599","45,994 km",1st Owner,Petrol,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-hyderabad-1045095763/
224,Hyderabad,2016, Maruti Alto K,VXI AMT Automatic,"₹3,65,799","68,569 km",2nd Owner,Petrol,https://www.cars24.com/buy-used-maruti-alto-k10-2016-cars-hyderabad-1049696063/
225,Hyderabad,2021, Hyundai VENUE,1.0 TURBO GDI SX+ AT Automatic,"₹12,01,799","16,964 km",1st Owner,Petrol,https://www.cars24.com/buy-used-hyundai-venue-2021-cars-hyderabad-1047240465/
226,Hyderabad,2017, Maruti S Cross,DELTA 1.3 Manual,"₹7,34,599","99,312 km",2nd Owner,Diesel,https://www.cars24.com/buy-used-maruti-s-cross-2017-cars-hyderabad-1042332864/
227,Hyderabad,2021, Volkswagen Polo,Trendline 1.0 L Petrol Manual,"₹6,61,299","9,891 km",1st Owner,Petrol,https://www.cars24.com/buy-used-volkswagen-polo-2021-cars-hyderabad-10447995759/
